Type,Name,Count
משפחה יהודי,ויסבלט,141
משפחה יהודי,יאני,141
משפחה יהודי,יונש,141
משפחה יהודי,שואל,141
משפחה יהודי,ספוזניקוב,141
משפחה יהודי,קנופ,141
משפחה יהודי,קריץ,141
משפחה יהודי,קורנגולד,141
משפחה יהודי,פרמון,141
משפחה יהודי,רסלר,141
משפחה יהודי,אקון,141
משפחה יהודי,אחיון,141
משפחה יהודי,גנה,141
משפחה יהודי,זיק,141
משפחה יהודי,רמי,141
משפחה יהודי,האוזמן,141
משפחה יהודי,סלוין,141
משפחה יהודי,נפרין,141
משפחה יהודי,קינדלר,141
משפחה יהודי,מהסרי,141
משפחה יהודי,ליבסקינד,141
משפחה יהודי,ארדן,141
משפחה יהודי,גינסברגר,141
משפחה יהודי,מרזן,141
משפחה יהודי,ישכר,141
משפחה יהודי,תעשה,141
משפחה יהודי,אורלי,141
משפחה יהודי,הולינגר,141
משפחה יהודי,לובלינר,141
משפחה יהודי,טשינגל,141
משפחה יהודי,קורנרייך,141
משפחה יהודי,בן גד,141
משפחה יהודי,בר גיורא,141
משפחה יהודי,לחיני,141
משפחה יהודי,מושקה,141
משפחה יהודי,זיבאלד,141
משפחה יהודי,שטרנגר,141
משפחה יהודי,בללטי,141
משפחה יהודי,אייכנטל,141
משפחה יהודי,גלבך,141
משפחה יהודי,שחיבר,140
משפחה יהודי,בביץ',140
משפחה יהודי,וסילבסקי,140
משפחה יהודי,סטוליארוב,140
משפחה יהודי,לנסקי,140
משפחה יהודי,מניר,140
משפחה יהודי,מדניקוב,140
משפחה יהודי,גולר,140
משפחה יהודי,גריף,140
משפחה יהודי,פקרמן,140
משפחה יהודי,קוצ'וק,140
משפחה יהודי,וילסון,140
משפחה יהודי,קירשטיין,140
משפחה יהודי,מנין,140
משפחה יהודי,פלמון,140
משפחה יהודי,קמל,140
משפחה יהודי,צ'ולק,140
משפחה יהודי,פאפו,140
משפחה יהודי,סיבי,140
משפחה יהודי,יודקביץ,140
משפחה יהודי,בנדיק,140
משפחה יהודי,ג'יקובס,140
משפחה יהודי,גולדפדר,140
משפחה יהודי,קרספי,140
משפחה יהודי,צבן,140
משפחה יהודי,בולר,140
משפחה יהודי,סקאל,140
משפחה יהודי,גוטהרץ,140
משפחה יהודי,טויק,140
משפחה יהודי,היינריך,140
משפחה יהודי,פשקוס,140
משפחה יהודי,בוכרע,140
משפחה יהודי,קלמרו,140
משפחה יהודי,שטלצר,140
משפחה יהודי,שולומוב,140
משפחה יהודי,רטיג,140
משפחה יהודי,בורוס,140
משפחה יהודי,פולציק,140
משפחה יהודי,מוסבכר,140
משפחה יהודי,אסקיו,140
משפחה יהודי,נוריאני,140
משפחה יהודי,גדילוב,140
משפחה יהודי,ליברמנש,140
משפחה יהודי,בולנדי,140
משפחה יהודי,מנשורי,140
משפחה יהודי,ויינטרויב,140
משפחה יהודי,קולני,140
משפחה יהודי,ברילנט,140
משפחה יהודי,מוריאל,140
משפחה יהודי,וקחי,140
משפחה יהודי,בלז,140
משפחה יהודי,סבצ'נקו,139
משפחה יהודי,פלוטניקוב,139
משפחה יהודי,בלינסקי,139
משפחה יהודי,מרטינז,139
משפחה יהודי,פוזניאק,139
משפחה יהודי,חסקין,139
משפחה יהודי,ניסמן,139
משפחה יהודי,בוברובסקי,139
משפחה יהודי,אזוב,139
משפחה יהודי,רוטרו,139
משפחה יהודי,סטניסלבסקי,139
משפחה יהודי,צנציפר,139
משפחה יהודי,בייזר,139
משפחה יהודי,אדריאן,139
משפחה יהודי,פראנק,139
משפחה יהודי,ביגלמן,139
משפחה יהודי,גיגר,139
משפחה יהודי,נחמנוביץ,139
משפחה יהודי,סלוצקין,139
משפחה יהודי,כהנר,139
משפחה יהודי,חנופה,139
משפחה יהודי,פלדינגר,139
משפחה יהודי,איזאק,139
משפחה יהודי,נחתומי,139
משפחה יהודי,אוסטרי,139
משפחה יהודי,ברוין,139
משפחה יהודי,מיוני,139
משפחה יהודי,קניזו,139
משפחה יהודי,מושיאב,139
משפחה יהודי,גבי,139
משפחה יהודי,במברון,139
משפחה יהודי,זולר,139
משפחה יהודי,אפריימוב,139
משפחה יהודי,יולס,139
משפחה יהודי,וינטרניץ,139
משפחה יהודי,זאדא,139
משפחה יהודי,ביאזי,139
משפחה יהודי,ארושס,139
משפחה יהודי,ידידי,139
משפחה יהודי,טימסטיט,139
משפחה יהודי,טבע,139
משפחה יהודי,בר ניב,139
משפחה יהודי,שורצברד,139
משפחה יהודי,הקרי,139
משפחה יהודי,כי טוב,139
משפחה יהודי,עלי,138
משפחה יהודי,קלינין,138
משפחה יהודי,קלימוב,138
משפחה יהודי,דונייבסקי,138
משפחה יהודי,דכטיאר,138
משפחה יהודי,עזיזוב,138
משפחה יהודי,סמוליאר,138
משפחה יהודי,פריידלין,138
משפחה יהודי,סמוליאנסקי,138
משפחה יהודי,פסקר,138
משפחה יהודי,ברוכמן,138
משפחה יהודי,וירניק,138
משפחה יהודי,מליחוב,138
משפחה יהודי,פדה,138
משפחה יהודי,קרמזין,138
משפחה יהודי,פרגו,138
משפחה יהודי,נוטקין,138
משפחה יהודי,גוזלי,138
משפחה יהודי,קדיש,138
משפחה יהודי,יוחייב,138
משפחה יהודי,דמלאו,138
משפחה יהודי,דיאמנד,138
משפחה יהודי,פרדז'ב,138
משפחה יהודי,טהור,138
משפחה יהודי,פלדר,138
משפחה יהודי,קידרון,138
משפחה יהודי,ברר,138
משפחה יהודי,סלטר,138
משפחה יהודי,פלטין,138
משפחה יהודי,אזן,138
משפחה יהודי,בזר,138
משפחה יהודי,אהרנסון,138
משפחה יהודי,גטאהון,138
משפחה יהודי,צוררו,138
משפחה יהודי,פולט,138
משפחה יהודי,ליסון,138
משפחה יהודי,טריסטר,138
משפחה יהודי,ערמוני,138
משפחה יהודי,אללין,138
משפחה יהודי,לאל,138
משפחה יהודי,בעדאש,138
משפחה יהודי,הוניגמן,138
משפחה יהודי,מושיאשווילי,138
משפחה יהודי,הר לב,138
משפחה יהודי,ינקלוביץ,138
משפחה יהודי,שטרלינג,138
משפחה יהודי,קיהן,138
משפחה יהודי,פרנג'י,138
משפחה יהודי,בנוז,138
משפחה יהודי,סייאני,138
משפחה יהודי,אליאסזדה,138
משפחה יהודי,גלעם,138
משפחה יהודי,שאתי,138
משפחה יהודי,דג'ן,138
משפחה יהודי,קריספי,138
משפחה יהודי,וינדר,138
משפחה יהודי,זלוצובר,138
משפחה יהודי,פתיה,138
משפחה יהודי,גרייב,137
משפחה יהודי,אגא,137
משפחה יהודי,קב,137
משפחה יהודי,חריטונוב,137
משפחה יהודי,דבוסקין,137
משפחה יהודי,סברדליק,137
משפחה יהודי,זבורובסקי,137
משפחה יהודי,בגייב,137
משפחה יהודי,יוסובוב,137
משפחה יהודי,אקמן,137
משפחה יהודי,ענטר,137
משפחה יהודי,ליבשין,137
משפחה יהודי,טבדידישוילי,137
משפחה יהודי,סחר,137
משפחה יהודי,גיליס,137
משפחה יהודי,חזנוביץ,137
משפחה יהודי,יצקוביץ,137
משפחה יהודי,צרניאק,137
משפחה יהודי,קאליש,137
משפחה יהודי,ויילר,137
משפחה יהודי,זוניס,137
משפחה יהודי,טרייסטמן,137
משפחה יהודי,פלזנשטיין,137
משפחה יהודי,זקהיים,137
משפחה יהודי,ורטהים,137
משפחה יהודי,קביליו,137
משפחה יהודי,דרסה,137
משפחה יהודי,סלב,137
משפחה יהודי,גרמי,137
משפחה יהודי,כתבן,137
משפחה יהודי,ליש,137
משפחה יהודי,הבדלה,137
משפחה יהודי,אנידגר,137
משפחה יהודי,פיינמן,137
משפחה יהודי,שאולוף,137
משפחה יהודי,נחליאלי,137
משפחה יהודי,פורתי,137
משפחה יהודי,שטארק,137
משפחה יהודי,פיטשון,137
משפחה יהודי,שחוח,137
משפחה יהודי,פשיטיק,137
משפחה יהודי,חלפי,137
משפחה יהודי,אשחר,137
משפחה יהודי,מישור,137
משפחה יהודי,פרשה,137
משפחה יהודי,לבטון,137
משפחה יהודי,שמואלוף,137
משפחה יהודי,שושי,137
משפחה יהודי,דוקטורי,137
משפחה יהודי,יעקובוף,137
משפחה יהודי,הכסטר,137
משפחה יהודי,אליסיאן,137
משפחה יהודי,אביטון,137
משפחה יהודי,נהמי,137
משפחה יהודי,אורפז,137
משפחה יהודי,אפנסייב,136
משפחה יהודי,קירילוב,136
משפחה יהודי,קובלב,136
משפחה יהודי,פיבוברוב,136
משפחה יהודי,זלינסקי,136
משפחה יהודי,מינביץ',136
משפחה יהודי,לבדינסקי,136
משפחה יהודי,רובנוב,136
משפחה יהודי,קוזמינסקי,136
משפחה יהודי,פורטר,136
משפחה יהודי,ברודנר,136
משפחה יהודי,מיטב,136
משפחה יהודי,טרומן,136
משפחה יהודי,טופול,136
משפחה יהודי,סופייב,136
משפחה יהודי,עזרייב,136
משפחה יהודי,מלינה,136
משפחה יהודי,רחמוט,136
משפחה יהודי,ברניס,136
משפחה יהודי,וייסלר,136
משפחה יהודי,דוידסקו,136
משפחה יהודי,רוזנווסר,136
משפחה יהודי,קרטיס,136
משפחה יהודי,שפרכר,136
משפחה יהודי,קחטן,136
משפחה יהודי,לביאן,136
משפחה יהודי,יגור,136
משפחה יהודי,פינדר,136
משפחה יהודי,גוטגולד,136
משפחה יהודי,אבחסירה,136
משפחה יהודי,סידו,136
משפחה יהודי,כאוי,136
משפחה יהודי,יוחננוף,136
משפחה יהודי,רינות,136
משפחה יהודי,טסטה,136
משפחה יהודי,ליפנר,136
משפחה יהודי,פוירשטין,136
משפחה יהודי,איסו,136
משפחה יהודי,לנגברג,136
משפחה יהודי,אסס,136
משפחה יהודי,קונורטי,136
משפחה יהודי,וויץ,136
משפחה יהודי,עהרנרייך,136
משפחה יהודי,דוקן,136
משפחה יהודי,דזימיטרובסקי,136
משפחה יהודי,זוטא,136
משפחה יהודי,קניגסהפר,136
משפחה יהודי,תפילין,136
משפחה יהודי,צופיוף,136
משפחה יהודי,הפטקה,136
משפחה יהודי,ארבע,136
משפחה יהודי,לילינטל,136
משפחה יהודי,דקה,135
משפחה יהודי,פטרנקו,135
משפחה יהודי,ספונוב,135
משפחה יהודי,בליאכר,135
משפחה יהודי,מישקין,135
משפחה יהודי,רודובסקי,135
משפחה יהודי,מדורסקי,135
משפחה יהודי,ג'מיל,135
משפחה יהודי,סמק,135
משפחה יהודי,קוזנץ,135
משפחה יהודי,רדין,135
משפחה יהודי,ויתקין,135
משפחה יהודי,יונגמן,135
משפחה יהודי,מיילר,135
משפחה יהודי,דמבו,135
משפחה יהודי,פולמן,135
משפחה יהודי,גולדהמר,135
משפחה יהודי,אבואף,135
משפחה יהודי,גופין,135
משפחה יהודי,אלקון,135
משפחה יהודי,טרבילו,135
משפחה יהודי,צולר,135
משפחה יהודי,ערקי,135
משפחה יהודי,קלדס,135
משפחה יהודי,פרינס,135
משפחה יהודי,צפור,135
משפחה יהודי,ליצי,135
משפחה יהודי,שקלאר,135
משפחה יהודי,שוטן,135
משפחה יהודי,טוביאן,135
משפחה יהודי,זיכל,135
משפחה יהודי,ארנפרוינד,135
משפחה יהודי,מרידור,135
משפחה יהודי,סובלמן,135
משפחה יהודי,זגזג,135
משפחה יהודי,שבט,135
משפחה יהודי,גריצמן,135
משפחה יהודי,קרופרו,135
משפחה יהודי,גריצר,135
משפחה יהודי,אורנבך,135
משפחה יהודי,סטולוביץ,135
משפחה יהודי,ישכרוב,135
משפחה יהודי,בן זינו,135
משפחה יהודי,אבנד,135
משפחה יהודי,נחומי,135
משפחה יהודי,סיקרון,135
משפחה יהודי,בר זוהר,135
משפחה יהודי,גריסריו,135
משפחה יהודי,מסגדיאן,135
משפחה יהודי,מנדלאיל,135
משפחה יהודי,ברנדמרק,135
משפחה יהודי,זיסוביץ,135
משפחה יהודי,וסרטיל,135
משפחה יהודי,מנשרוף,135
משפחה יהודי,אורדן,135
משפחה יהודי,וולצר,135
משפחה יהודי,בחרי,134
משפחה יהודי,קרז'נר,134
משפחה יהודי,שבץ,134
משפחה יהודי,רייר,134
משפחה יהודי,שיפראו,134
משפחה יהודי,שיבי,134
משפחה יהודי,שפטר,134
משפחה יהודי,בוקס,134
משפחה יהודי,גרשגורן,134
משפחה יהודי,זימרמן,134
משפחה יהודי,בריסקמן,134
משפחה יהודי,סורוקר,134
משפחה יהודי,ג'אנה,134
משפחה יהודי,דונל,134
משפחה יהודי,פסקרו,134
משפחה יהודי,שוברט,134
משפחה יהודי,מוגמי,134
משפחה יהודי,פפיר,134
משפחה יהודי,לורי,134
משפחה יהודי,ארוס,134
משפחה יהודי,בדולח,134
משפחה יהודי,האריס,134
משפחה יהודי,דאום,134
משפחה יהודי,אסאייג,134
משפחה יהודי,קאפ,134
משפחה יהודי,ינקילביץ,134
משפחה יהודי,אבדי,134
משפחה יהודי,בקוש,134
משפחה יהודי,ביניאשווילי,134
משפחה יהודי,סילורה,134
משפחה יהודי,דגון,134
משפחה יהודי,יוסיפוף,134
משפחה יהודי,מלטר,134
משפחה יהודי,סימניאן,134
משפחה יהודי,דנטס,134
משפחה יהודי,גרג'י,134
משפחה יהודי,בן הלל,134
משפחה יהודי,דבקרוב,134
משפחה יהודי,הולדר,134
משפחה יהודי,ויסקי,134
משפחה יהודי,לוזיה,134
משפחה יהודי,זילברשטרום,134
משפחה יהודי,אישטו,134
משפחה יהודי,גראומן הלוי,134
משפחה יהודי,לגטיוי,134
משפחה יהודי,נתניאל,134
משפחה יהודי,ברוך אל,134
משפחה יהודי,שובין,133
משפחה יהודי,יורובסקי,133
משפחה יהודי,קייסר,133
משפחה יהודי,יונוסוב,133
משפחה יהודי,שירה,133
משפחה יהודי,גרודסקי,133
משפחה יהודי,גלוחובסקי,133
משפחה יהודי,בציר,133
משפחה יהודי,פליסקין,133
משפחה יהודי,קרסני,133
משפחה יהודי,נורקין,133
משפחה יהודי,טורקוב,133
משפחה יהודי,ויטקובסקי,133
משפחה יהודי,דוגה,133
משפחה יהודי,איידלשטיין,133
משפחה יהודי,נכט,133
משפחה יהודי,טורן,133
משפחה יהודי,גלטשטיין,133
משפחה יהודי,גילן,133
משפחה יהודי,בניה,133
משפחה יהודי,ברהני,133
משפחה יהודי,רייכרט,133
משפחה יהודי,סיוון,133
משפחה יהודי,גלילה,133
משפחה יהודי,אברמציק,133
משפחה יהודי,זיסרמן,133
משפחה יהודי,טאובמן,133
משפחה יהודי,סמך,133
משפחה יהודי,ספירשטיין,133
משפחה יהודי,הייט,133
משפחה יהודי,קיקוזאשוילי,133
משפחה יהודי,טאוסיג,133
משפחה יהודי,אליגולשוילי,133
משפחה יהודי,גוטשטין,133
משפחה יהודי,מגער,133
משפחה יהודי,אונא,133
משפחה יהודי,חייקה,133
משפחה יהודי,בן ראובן,133
משפחה יהודי,סלומיאנסקי,133
משפחה יהודי,אלטוסקי,133
משפחה יהודי,מרימי,133
משפחה יהודי,ארמי,133
משפחה יהודי,מורדכי,133
משפחה יהודי,תוינה,133
משפחה יהודי,בורגן,133
משפחה יהודי,בן תורה,133
משפחה יהודי,סמרנו,133
משפחה יהודי,אורשלימי,133
משפחה יהודי,יוזביץ,133
משפחה יהודי,שצברג,133
משפחה יהודי,יגאלי,133
משפחה יהודי,ויסברוט,133
משפחה יהודי,פטרובר,133
משפחה יהודי,גרסימוב,132
משפחה יהודי,סידורנקו,132
משפחה יהודי,זובקוב,132
משפחה יהודי,ז'וק,132
משפחה יהודי,ג'ונס,132
משפחה יהודי,בריינין,132
משפחה יהודי,בריקר,132
משפחה יהודי,מרשק,132
משפחה יהודי,לסקוב,132
משפחה יהודי,שטורמן,132
משפחה יהודי,ריבקינד,132
משפחה יהודי,יזרסקי,132
משפחה יהודי,ביידה,132
משפחה יהודי,הגוס,132
משפחה יהודי,בבדז'נוב,132
משפחה יהודי,פופובסקי,132
משפחה יהודי,טסקר,132
משפחה יהודי,מרדלר,132
משפחה יהודי,בוברמן,132
משפחה יהודי,ורדימון,132
משפחה יהודי,שטיירמן,132
משפחה יהודי,ריבה,132
משפחה יהודי,סמייה,132
משפחה יהודי,אמיד,132
משפחה יהודי,זבלי,132
משפחה יהודי,קריתי,132
משפחה יהודי,בוסקילא,132
משפחה יהודי,גולשבסקי,132
משפחה יהודי,רוטהולץ,132
משפחה יהודי,מודחי,132
משפחה יהודי,טרטנר,132
משפחה יהודי,לאופמן,132
משפחה יהודי,קלופפר,132
משפחה יהודי,סנוף,132
משפחה יהודי,רכניץ,132
משפחה יהודי,גוטל,132
משפחה יהודי,הנר,132
משפחה יהודי,סיבהט,132
משפחה יהודי,קונטנטה,132
משפחה יהודי,טיטוב,131
משפחה יהודי,בליאבסקי,131
משפחה יהודי,ורחובסקי,131
משפחה יהודי,שטיינגרט,131
משפחה יהודי,קריימן,131
משפחה יהודי,ארנבורג,131
משפחה יהודי,יאנג,131
משפחה יהודי,רזין,131
משפחה יהודי,קונה,131
משפחה יהודי,פאשה,131
משפחה יהודי,אלטשול,131
משפחה יהודי,קגנוביץ,131
משפחה יהודי,שחמורוב,131
משפחה יהודי,שנאור,131
משפחה יהודי,שימון,131
משפחה יהודי,אלגרט,131
משפחה יהודי,דולמן,131
משפחה יהודי,שטלמן,131
משפחה יהודי,לביב,131
משפחה יהודי,פנטהון,131
משפחה יהודי,סולן,131
משפחה יהודי,פייגלין,131
משפחה יהודי,פיאלקוב,131
משפחה יהודי,ברדס,131
משפחה יהודי,גדלוב,131
משפחה יהודי,שרגל,131
משפחה יהודי,בלול,131
משפחה יהודי,בלומנברג,131
משפחה יהודי,הד,131
משפחה יהודי,אייצ'או,131
משפחה יהודי,מיאלי,131
משפחה יהודי,הזמי,131
משפחה יהודי,אמביאלה,131
משפחה יהודי,בנאיש,131
משפחה יהודי,גרינפילד,131
משפחה יהודי,רייסמן,131
משפחה יהודי,אלטרוביץ,131
משפחה יהודי,בר דיין,131
משפחה יהודי,טוראל,131
משפחה יהודי,בריטמן,131
משפחה יהודי,דרמוני,131
משפחה יהודי,זורבין,131
משפחה יהודי,אבגיל,131
משפחה יהודי,רודא,131
משפחה יהודי,אינאו,131
משפחה יהודי,דואיב,131
משפחה יהודי,אלראי,131
משפחה יהודי,חובשי,131
משפחה יהודי,שדמון,131
משפחה יהודי,הירשוביץ,131
משפחה יהודי,גראואר,131
משפחה יהודי,יונתי,131
משפחה יהודי,גידו,131
משפחה יהודי,שטהל,131
משפחה יהודי,מוסן,131
משפחה יהודי,דילר,131
משפחה יהודי,שירגאוקר,131
משפחה יהודי,חני,131
משפחה יהודי,סיידו,131
משפחה יהודי,קצוני,131
משפחה יהודי,אספרנסה,131
משפחה יהודי,אבסדריס,131
משפחה יהודי,נאווי,131
משפחה יהודי,טימופייב,130
משפחה יהודי,סטריקוב,130
משפחה יהודי,פסטובסקי,130
משפחה יהודי,שמולביץ',130
משפחה יהודי,זילברט,130
משפחה יהודי,פוגרבינסקי,130
משפחה יהודי,ברשאי,130
משפחה יהודי,בורדו,130
משפחה יהודי,בורי,130
משפחה יהודי,מינקובסקי,130
משפחה יהודי,אלו,130
משפחה יהודי,וולטר,130
משפחה יהודי,שטרקר,130
משפחה יהודי,שין,130
משפחה יהודי,לטמן,130
משפחה יהודי,יורדן,130
משפחה יהודי,קורשיה,130
משפחה יהודי,סלסקי,130
משפחה יהודי,לופסקו,130
משפחה יהודי,סירקין,130
משפחה יהודי,גנסיה,130
משפחה יהודי,קמלמן,130
משפחה יהודי,חבצלת,130
משפחה יהודי,וזה,130
משפחה יהודי,צלאל,130
משפחה יהודי,בר יעקב,130
משפחה יהודי,קיזר,130
משפחה יהודי,בן עמו,130
משפחה יהודי,וידאל,130
משפחה יהודי,דלח,130
משפחה יהודי,מקוננט,130
משפחה יהודי,שטוק,130
משפחה יהודי,ארולקר,130
משפחה יהודי,שליסר,130
משפחה יהודי,רש,130
משפחה יהודי,טמבור,130
משפחה יהודי,דודסקו,130
משפחה יהודי,גורג'י,130
משפחה יהודי,גואלמן,130
משפחה יהודי,שליידר,130
משפחה יהודי,בן-דב,130
משפחה יהודי,מינאי,130
משפחה יהודי,כהן סולל,130
משפחה יהודי,בן-שבת,130
משפחה יהודי,קונשטט,130
משפחה יהודי,בעל צדקה,130
משפחה יהודי,סלוני,130
משפחה יהודי,אביזמר,130
משפחה יהודי,טריצקי,130
משפחה יהודי,אוקסנברג,130
משפחה יהודי,שמרת,130
משפחה יהודי,רחמיאן,130
משפחה יהודי,מעלומי,130
משפחה יהודי,ארקש,130
משפחה יהודי,הנאו,130
משפחה יהודי,חילו,129
משפחה יהודי,קריינין,129
משפחה יהודי,אלכסנדרובסקי,129
משפחה יהודי,סמליאנסקי,129
משפחה יהודי,דרפקין,129
משפחה יהודי,נמצוב,129
משפחה יהודי,יודשקין,129
משפחה יהודי,רוקמן,129
משפחה יהודי,פאור,129
משפחה יהודי,ויינמן,129
משפחה יהודי,זכרייב,129
משפחה יהודי,אליסון,129
משפחה יהודי,נברוצקי,129
משפחה יהודי,זרחין,129
משפחה יהודי,פולר,129
משפחה יהודי,פינקלר,129
משפחה יהודי,הייס,129
משפחה יהודי,רחמאני,129
משפחה יהודי,דרוטמן,129
משפחה יהודי,מהלר,129
משפחה יהודי,וג,129
משפחה יהודי,לחם,129
משפחה יהודי,ברסקה,129
משפחה יהודי,קאו,129
משפחה יהודי,מימראן,129
משפחה יהודי,ווינטראוב,129
משפחה יהודי,יוסיאן,129
משפחה יהודי,בוטניק,129
משפחה יהודי,נקדימון,129
משפחה יהודי,גרסטנר,129
משפחה יהודי,מאמן,129
משפחה יהודי,בן שיטריט,129
משפחה יהודי,זהרוני,129
משפחה יהודי,בסלי,129
משפחה יהודי,בטון,129
משפחה יהודי,אניג'ר,129
משפחה יהודי,אלפייה,129
משפחה יהודי,מרקוביצי,129
משפחה יהודי,עבדיאן,129
משפחה יהודי,ישמח משה,129
משפחה יהודי,דאדו,129
משפחה יהודי,שופט,129
משפחה יהודי,בעק,129
משפחה יהודי,צורישדי,129
משפחה יהודי,קובלצ'וק,128
משפחה יהודי,קרילוב,128
משפחה יהודי,עבדיה,128
משפחה יהודי,רייזברג,128
משפחה יהודי,טורוק,128
משפחה יהודי,סבייב,128
משפחה יהודי,אס,128
משפחה יהודי,מאלי,128
משפחה יהודי,קישינבסקי,128
משפחה יהודי,דמסקי,128
משפחה יהודי,ברנדל,128
משפחה יהודי,אטנאו,128
משפחה יהודי,דונין,128
משפחה יהודי,פקל,128
משפחה יהודי,ברכמן,128
משפחה יהודי,ברונפלד,128
משפחה יהודי,אלבין,128
משפחה יהודי,דייסי,128
משפחה יהודי,סטאריק,128
משפחה יהודי,פישלוביץ,128
משפחה יהודי,צחורי,128
משפחה יהודי,טספהון,128
משפחה יהודי,טייך,128
משפחה יהודי,גוטפלד,128
משפחה יהודי,ישמח,128
משפחה יהודי,גרוניך,128
משפחה יהודי,גראוס,128
משפחה יהודי,ארקה,128
משפחה יהודי,שאשו,128
משפחה יהודי,ביסטריצר,128
משפחה יהודי,שאולקר,128
משפחה יהודי,קורב,128
משפחה יהודי,ריבל,128
משפחה יהודי,צזנה,128
משפחה יהודי,ורטש,128
משפחה יהודי,מהדב,128
משפחה יהודי,לאובר,128
משפחה יהודי,תזזו,128
משפחה יהודי,דלומי,128
משפחה יהודי,קטנר,128
משפחה יהודי,שוסהיים,128
משפחה יהודי,מגידו,128
משפחה יהודי,אלגים,128
משפחה יהודי,אוזאן,128
משפחה יהודי,פיטו,128
משפחה יהודי,סרוקה,128
משפחה יהודי,שתיאת,128
משפחה יהודי,שימרון,128
משפחה יהודי,ממליה,128
משפחה יהודי,פחימא,128
משפחה יהודי,יורקביץ,128
משפחה יהודי,סעתי,128
משפחה יהודי,רדמי,128
משפחה יהודי,שנרך,128
משפחה יהודי,מואב,128
משפחה יהודי,קרסניאנסקי,127
משפחה יהודי,קובנר,127
משפחה יהודי,גורשטיין,127
משפחה יהודי,סאבו,127
משפחה יהודי,רקוב,127
משפחה יהודי,נרודיצקי,127
משפחה יהודי,מינדלין,127
משפחה יהודי,קוטין,127
משפחה יהודי,חיל,127
משפחה יהודי,דובובסקי,127
משפחה יהודי,מולינה,127
משפחה יהודי,מכליס,127
משפחה יהודי,פולאק,127
משפחה יהודי,טוויק,127
משפחה יהודי,מטיס,127
משפחה יהודי,פייבוש,127
משפחה יהודי,אייזלר,127
משפחה יהודי,סילוק,127
משפחה יהודי,וילמובסקי,127
משפחה יהודי,בריס,127
משפחה יהודי,פולני,127
משפחה יהודי,ויגודה,127
משפחה יהודי,זבדי,127
משפחה יהודי,בנדו,127
משפחה יהודי,בוכבזה,127
משפחה יהודי,חבוט,127
משפחה יהודי,אריק,127
משפחה יהודי,שטרנהל,127
משפחה יהודי,געש,127
משפחה יהודי,אלחנטי,127
משפחה יהודי,פרלשטין,127
משפחה יהודי,אילה,127
משפחה יהודי,אמריליו,127
משפחה יהודי,וגימה,127
משפחה יהודי,שנידמן,127
משפחה יהודי,ויליגר,127
משפחה יהודי,זידנברג,127
משפחה יהודי,מרדו,127
משפחה יהודי,הכרמי,127
משפחה יהודי,רסקאי,127
משפחה יהודי,עמירן,127
משפחה יהודי,בן אורי,127
משפחה יהודי,פייזאקוב,127
משפחה יהודי,צייג,127
משפחה יהודי,אפטרגוט,127
משפחה יהודי,זונאבנד,127
משפחה יהודי,פייבל,127
משפחה יהודי,נוסרתי,127
משפחה יהודי,אמארה,126
משפחה יהודי,בלייב,126
משפחה יהודי,גוסב,126
משפחה יהודי,גולדובסקי,126
משפחה יהודי,דומברובסקי,126
משפחה יהודי,אסקרוב,126
משפחה יהודי,קופיטמן,126
משפחה יהודי,בור,126
משפחה יהודי,גוניק,126
משפחה יהודי,רטמן,126
משפחה יהודי,קפצן,126
משפחה יהודי,בורץ,126
משפחה יהודי,רוניס,126
משפחה יהודי,פרנקלין,126
משפחה יהודי,ליטווק,126
משפחה יהודי,חנונו,126
משפחה יהודי,סימן,126
משפחה יהודי,בן זימרה,126
משפחה יהודי,אלנר,126
משפחה יהודי,קלף,126
משפחה יהודי,נץ,126
משפחה יהודי,שלכטר,126
משפחה יהודי,חייבטוב,126
משפחה יהודי,דיאן,126
משפחה יהודי,קצף,126
משפחה יהודי,טריכטר,126
משפחה יהודי,לנצר,126
משפחה יהודי,נוסם,126
משפחה יהודי,טרגרמן,126
משפחה יהודי,מכנס,126
משפחה יהודי,פרוסק,126
משפחה יהודי,מגרה,126
משפחה יהודי,דלמן,126
משפחה יהודי,בוזי,126
משפחה יהודי,בואזיז,126
משפחה יהודי,פרנטה,126
משפחה יהודי,בן גיאת,126
משפחה יהודי,מונטה,126
משפחה יהודי,צמיר,126
משפחה יהודי,ציבוטרו,126
משפחה יהודי,זגיה,126
משפחה יהודי,סירוקה,126
משפחה יהודי,חלואה,126
משפחה יהודי,בן-לולו,126
משפחה יהודי,יאירי,126
משפחה יהודי,מרינברג,126
משפחה יהודי,מיירה,126
משפחה יהודי,קשלס,126
משפחה יהודי,מעיני,126
משפחה יהודי,אויערבאך,126
משפחה יהודי,סווירי,126
משפחה יהודי,קיסליוב,125
משפחה יהודי,גולובב,125
משפחה יהודי,אודסקי,125
משפחה יהודי,יעקובשוילי,125
משפחה יהודי,פליט,125
משפחה יהודי,חיימן,125
משפחה יהודי,איזמאילוב,125
משפחה יהודי,גרצברג,125
משפחה יהודי,ג'ורג',125
משפחה יהודי,עבדוש,125
משפחה יהודי,סנד,125
משפחה יהודי,פקלר,125
משפחה יהודי,אזולי,125
משפחה יהודי,נייברג,125
משפחה יהודי,קנייבסקי,125
משפחה יהודי,ברינשטיין,125
משפחה יהודי,עמיהוד,125
משפחה יהודי,פאלוך,125
משפחה יהודי,בראז,125
משפחה יהודי,רויטבורד,125
משפחה יהודי,דורן,125
